frame	pexels_id	orientation	width	height	query_group	url
px15308535.jpg	15308535	vertical	1080	1920	wide	https://www.pexels.com/video/a-person-riding-a-bike-on-a-road-15308535/
px18151074.jpg	18151074	vertical	2160	3840	wide	https://www.pexels.com/video/a-person-riding-a-bike-on-a-dirt-road-18151074/
px31345800.jpg	31345800	vertical	1080	1920	wide	https://www.pexels.com/video/cyclist-on-scenic-path-in-dwingelderveld-31345800/
px38181108.jpg	38181108	vertical	2160	3840	wide	https://www.pexels.com/video/exciting-mountain-road-cycling-adventure-38181108/
px32888656.jpg	32888656	vertical	1080	1920	wide	https://www.pexels.com/video/cyclists-racing-in-jonkoping-s-scenic-route-32888656/
px35172066.jpg	35172066	vertical	1080	1920	wide	https://www.pexels.com/video/aerial-view-of-two-cyclists-on-country-road-35172066/
px26755594.jpg	26755594	vertical	1080	1920	wide	https://www.pexels.com/video/a-person-walking-on-a-brick-road-with-a-sun-in-the-sky-26755594/
px32888720.jpg	32888720	vertical	1080	1920	wide	https://www.pexels.com/video/cyclist-on-road-with-passing-van-32888720/
px34228827.jpg	34228827	vertical	2160	3840	wide	https://www.pexels.com/video/cyclist-riding-on-scenic-rural-road-at-daytime-34228827/
px6940489.jpg	6940489	vertical	1512	2688	full	https://www.pexels.com/video/a-woman-dancing-6940489/
px7148234.jpg	7148234	vertical	1080	1920	full	https://www.pexels.com/video/a-woman-doing-stretching-7148234/
px6868329.jpg	6868329	vertical	1080	1920	full	https://www.pexels.com/video/a-young-woman-dancing-while-looking-at-the-camera-6868329/
px6939968.jpg	6939968	vertical	1080	1920	full	https://www.pexels.com/video/a-woman-dancing-gracefully-6939968/
px7148181.jpg	7148181	vertical	1080	1920	full	https://www.pexels.com/video/a-woman-dancing-7148181/
px8431536.jpg	8431536	vertical	2160	4096	full	https://www.pexels.com/video/a-video-of-a-woman-dancing-8431536/
px6616348.jpg	6616348	vertical	1080	1920	full	https://www.pexels.com/video/woman-dancing-ballet-6616348/
px7845985.jpg	7845985	vertical	1080	1920	full	https://www.pexels.com/video/woman-is-enjoying-dancing-7845985/
px5385811.jpg	5385811	vertical	1080	1920	full	https://www.pexels.com/video/woman-dancing-actively-5385811/
px6476761.jpg	6476761	vertical	1080	1920	full	https://www.pexels.com/video/a-woman-dancing-6476761/
px8929497.jpg	8929497	vertical	1080	1920	full	https://www.pexels.com/video/man-dancing-on-the-street-8929497/
px8928298.jpg	8928298	vertical	1080	1920	full	https://www.pexels.com/video/man-dancing-on-the-road-8928298/
px8688928.jpg	8688928	vertical	1080	1920	full	https://www.pexels.com/video/a-man-dancing-while-wearing-headphones-8688928/
px5363330.jpg	5363330	vertical	2160	3840	full	https://www.pexels.com/video/young-man-practicing-break-dance-5363330/
px8854001.jpg	8854001	vertical	1080	1920	full	https://www.pexels.com/video/a-man-dancing-while-holding-on-railings-8854001/
px2795747.jpg	2795747	vertical	2160	3840	full	https://www.pexels.com/video/man-dancing-freestyle-2795747/
px8628505.jpg	8628505	vertical	1080	1920	full	https://www.pexels.com/video/a-man-wearing-black-shirt-while-dancing-8628505/
px4727643.jpg	4727643	vertical	2160	3840	full	https://www.pexels.com/video/a-woman-in-a-white-coat-is-walking-down-the-street-4727643/
px2795741.jpg	2795741	vertical	2160	3840	full	https://www.pexels.com/video/hip-hop-dancing-2795741/
px2795752.jpg	2795752	vertical	1080	1920	full	https://www.pexels.com/video/hip-hop-dancer-2795752/
px8151972.jpg	8151972	vertical	1080	1920	full	https://www.pexels.com/video/a-man-walking-on-street-8151972/
px9822035.jpg	9822035	vertical	2160	4096	full	https://www.pexels.com/video/a-fashionable-man-and-a-woman-posing-9822035/
px35132257.jpg	35132257	vertical	2160	3840	full	https://www.pexels.com/video/fashion-model-walking-on-modern-urban-street-35132257/
px7681932.jpg	7681932	vertical	1080	1920	full	https://www.pexels.com/video/outdoor-modeling-7681932/
px19863112.jpg	19863112	vertical	2160	3840	full	https://www.pexels.com/video/model-19863112/
px19863106.jpg	19863106	vertical	2160	3840	full	https://www.pexels.com/video/model-19863106/
px34213083.jpg	34213083	vertical	2160	3840	full	https://www.pexels.com/video/stylish-woman-walking-outdoors-in-fall-34213083/
px27204230.jpg	27204230	vertical	1216	2160	full	https://www.pexels.com/video/teenage-girl-leather-jacket-skirt-walking-away-27204230/
px35132255.jpg	35132255	vertical	2160	3840	full	https://www.pexels.com/video/fashionable-woman-walking-outdoors-in-style-35132255/
px30786397.jpg	30786397	vertical	1080	1920	full	https://www.pexels.com/video/stylish-woman-walking-outdoors-in-urban-setting-30786397/
px6002019.jpg	6002019	vertical	2160	3840	full	https://www.pexels.com/video/a-man-doing-parkour-6002019/
px8691719.jpg	8691719	vertical	2160	4096	full	https://www.pexels.com/video/a-couple-jumping-on-skip-rope-together-8691719/
px37234163.jpg	37234163	vertical	2160	3840	full	https://www.pexels.com/video/man-skipping-rope-on-suspension-bridge-37234163/
px6002032.jpg	6002032	vertical	2160	3840	full	https://www.pexels.com/video/man-doing-a-backflip-6002032/
px36205143.jpg	36205143	vertical	1080	1920	full	https://www.pexels.com/video/outdoor-fitness-training-with-tires-and-hurdles-36205143/
px2785536.jpg	2785536	vertical	2160	3840	full	https://www.pexels.com/video/woman-doing-a-jump-rope-exercise-2785536/
px36781949.jpg	36781949	vertical	2160	3840	full	https://www.pexels.com/video/outdoor-jump-rope-fitness-session-36781949/
px8402119.jpg	8402119	vertical	1080	1920	full	https://www.pexels.com/video/brawny-man-doing-ladder-exercise-outdoors-8402119/
px10189802.jpg	10189802	vertical	2160	4096	full	https://www.pexels.com/video/woman-jumping-in-a-matress-outdoors-10189802/
px5245519.jpg	5245519	vertical	1083	1920	full	https://www.pexels.com/video/a-man-doing-a-jump-rope-workout-5245519/
px36941575.jpg	36941575	vertical	1080	1920	full	https://www.pexels.com/video/dynamic-skateboarding-in-urban-skate-park-36941575/
px7935330.jpg	7935330	vertical	2160	4096	full	https://www.pexels.com/video/male-grabbing-and-riding-a-skateboard-7935330/
px36941576.jpg	36941576	vertical	1080	1920	full	https://www.pexels.com/video/dynamic-skateboarding-stunts-in-urban-park-36941576/
px4824402.jpg	4824402	vertical	2160	3840	full	https://www.pexels.com/video/young-men-doing-a-skateboard-tricks-4824402/
px4929207.jpg	4929207	vertical	2160	4096	full	https://www.pexels.com/video/a-man-on-a-skateboard-in-the-middle-of-an-empty-street-4929207/
px5103268.jpg	5103268	vertical	2160	3840	full	https://www.pexels.com/video/a-man-riding-a-skateboard-5103268/
px6951287.jpg	6951287	vertical	1080	1920	full	https://www.pexels.com/video/couple-riding-a-skateboard-6951287/
px4929206.jpg	4929206	vertical	2160	4096	full	https://www.pexels.com/video/a-young-man-is-skateboarding-in-front-of-an-arch-4929206/
px8735289.jpg	8735289	vertical	2160	4096	full	https://www.pexels.com/video/a-person-riding-a-skateboard-on-the-road-8735289/
px16041961.jpg	16041961	vertical	1080	1920	full	https://www.pexels.com/video/a-man-is-skateboarding-on-a-skateboard-16041961/
px8179555.jpg	8179555	vertical	2160	4096	medium	https://www.pexels.com/video/woman-pouring-milk-in-a-stainless-bowl-8179555/
px12908865.jpg	12908865	vertical	2160	3840	medium	https://www.pexels.com/video/woman-cooking-on-pan-in-kitchen-12908865/
px6942764.jpg	6942764	vertical	1080	1920	medium	https://www.pexels.com/video/a-woman-mixing-a-bowl-of-flour-using-a-spatula-6942764/
px6575894.jpg	6575894	vertical	2160	3840	medium	https://www.pexels.com/video/woman-putting-flour-on-chocolate-6575894/
px12908864.jpg	12908864	vertical	2160	3840	medium	https://www.pexels.com/video/woman-cooking-in-kitchen-12908864/
px4076732.jpg	4076732	vertical	2160	3840	medium	https://www.pexels.com/video/a-woman-slicing-cherry-tomatoes-4076732/
px8179552.jpg	8179552	vertical	2160	4096	medium	https://www.pexels.com/video/a-woman-busy-in-the-kitchen-8179552/
px9015741.jpg	9015741	vertical	2160	3840	medium	https://www.pexels.com/video/a-woman-cooking-noodles-with-a-wok-9015741/
px12691874.jpg	12691874	vertical	2160	3840	medium	https://www.pexels.com/video/a-food-vlogger-filming-a-video-while-grating-cheese-on-a-pasta-dish-12691874/
px11025697.jpg	11025697	vertical	2160	4096	medium	https://www.pexels.com/video/woman-using-mortar-and-pestle-in-kitchen-11025697/
px12896411.jpg	12896411	vertical	2160	3840	medium	https://www.pexels.com/video/businessman-working-using-a-laptop-in-an-office-12896411/
px7125805.jpg	7125805	vertical	2160	3840	medium	https://www.pexels.com/video/man-using-a-laptop-7125805/
px5944902.jpg	5944902	vertical	2160	3840	medium	https://www.pexels.com/video/person-with-eyeglasses-working-on-a-laptop-computer-5944902/
px7652822.jpg	7652822	vertical	1080	1920	medium	https://www.pexels.com/video/man-using-laptop-while-seating-on-sofa-7652822/
px12893567.jpg	12893567	vertical	2160	3840	medium	https://www.pexels.com/video/man-typing-on-laptop-in-office-12893567/
px6931111.jpg	6931111	vertical	2160	3840	medium	https://www.pexels.com/video/man-using-laptop-in-the-office-6931111/
px7652165.jpg	7652165	vertical	2160	3840	medium	https://www.pexels.com/video/man-using-laptop-7652165/
px12751542.jpg	12751542	vertical	2160	3840	medium	https://www.pexels.com/video/man-using-a-laptop-at-a-table-12751542/
px6931576.jpg	6931576	vertical	2160	3840	medium	https://www.pexels.com/video/man-typing-on-his-laptop-while-drinking-coffee-6931576/
px5740988.jpg	5740988	vertical	2160	4096	medium	https://www.pexels.com/video/a-man-using-his-laptop-5740988/
px7679426.jpg	7679426	vertical	2160	4096	medium	https://www.pexels.com/video/woman-hanging-clothes-on-a-rack-7679426/
px6025255.jpg	6025255	vertical	1080	1920	medium	https://www.pexels.com/video/woman-wearing-face-mask-shopping-in-a-boutique-6025255/
px7679422.jpg	7679422	vertical	2160	4096	medium	https://www.pexels.com/video/woman-trying-the-clothes-in-front-of-the-mirror-7679422/
px8306455.jpg	8306455	vertical	2160	4096	medium	https://www.pexels.com/video/a-female-shopping-at-a-clothing-store-8306455/
px8387360.jpg	8387360	vertical	2160	4096	medium	https://www.pexels.com/video/person-holding-clothes-8387360/
px8024269.jpg	8024269	vertical	1080	1920	medium	https://www.pexels.com/video/pregnant-woman-doing-shopping-8024269/
px8306458.jpg	8306458	vertical	2160	4096	medium	https://www.pexels.com/video/a-woman-touching-clothes-at-a-store-8306458/
px7125847.jpg	7125847	vertical	2160	3840	medium	https://www.pexels.com/video/man-buying-grocery-7125847/
px9015595.jpg	9015595	vertical	2160	3840	medium	https://www.pexels.com/video/woman-shopping-for-condiments-9015595/
px8322394.jpg	8322394	vertical	2160	4096	medium	https://www.pexels.com/video/woman-wearing-straw-hat-8322394/
px13736673.jpg	13736673	vertical	2160	3840	medium	https://www.pexels.com/video/a-barista-putting-coffee-beans-into-an-electric-grinder-13736673/
px13737156.jpg	13737156	vertical	2160	3840	medium	https://www.pexels.com/video/cleaning-a-coffee-filter-with-hot-water-from-the-espresso-machine-13737156/
px31958773.jpg	31958773	vertical	2160	3840	medium	https://www.pexels.com/video/perfect-pour-over-coffee-making-process-31958773/
px35035084.jpg	35035084	vertical	1080	1920	medium	https://www.pexels.com/video/barista-pouring-cold-coffee-into-glass-35035084/
px29296613.jpg	29296613	vertical	2160	3840	medium	https://www.pexels.com/video/professional-milk-frothing-in-coffee-shop-29296613/
px13736543.jpg	13736543	vertical	2160	3840	medium	https://www.pexels.com/video/a-barista-banging-a-milk-jug-on-the-counter-13736543/
px13737127.jpg	13737127	vertical	2160	3840	medium	https://www.pexels.com/video/a-young-woman-working-at-a-coffee-shop-13737127/
px17138220.jpg	17138220	vertical	2160	3840	medium	https://www.pexels.com/video/a-person-is-using-an-espresso-machine-17138220/
px34506433.jpg	34506433	vertical	2160	3840	medium	https://www.pexels.com/video/barista-crafting-espresso-drink-with-care-34506433/
px13736542.jpg	13736542	vertical	2160	3840	medium	https://www.pexels.com/video/a-young-man-steaming-milk-on-an-espresso-machine-13736542/
px5008935.jpg	5008935	vertical	2160	3840	medium	https://www.pexels.com/video/woman-mixing-paints-on-her-palette-5008935/
px8157124.jpg	8157124	vertical	2160	3840	medium	https://www.pexels.com/video/a-woman-painting-8157124/
px8157134.jpg	8157134	vertical	2160	3840	medium	https://www.pexels.com/video/a-person-doing-an-abstract-painting-8157134/
px8157139.jpg	8157139	vertical	2160	3840	medium	https://www.pexels.com/video/an-artist-doing-abstract-oil-painting-using-a-canvas-8157139/
px7098293.jpg	7098293	vertical	2160	3840	medium	https://www.pexels.com/video/cute-girl-painting-7098293/
px6607394.jpg	6607394	vertical	1080	1920	medium	https://www.pexels.com/video/woman-painting-while-standing-6607394/
px6607395.jpg	6607395	vertical	1080	1920	medium	https://www.pexels.com/video/woman-painting-on-canvas-6607395/
px8037390.jpg	8037390	vertical	2160	3840	medium	https://www.pexels.com/video/video-of-painting-materials-8037390/
px20398771.jpg	20398771	vertical	1080	1920	medium	https://www.pexels.com/video/a-painting-studio-with-a-large-window-and-plants-20398771/
px4460542.jpg	4460542	vertical	1133	1920	medium	https://www.pexels.com/video/woman-wearing-apron-while-painting-4460542/
px8136210.jpg	8136210	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-man-talking-to-the-camera-8136210/
px8370536.jpg	8370536	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-man-holding-a-bitcoin-8370536/
px8724219.jpg	8724219	vertical	2160	4096	medium_close	https://www.pexels.com/video/an-upset-woman-talking-8724219/
px8684479.jpg	8684479	vertical	1080	1920	medium_close	https://www.pexels.com/video/man-holding-a-glass-while-talking-8684479/
px36931662.jpg	36931662	vertical	1080	1920	medium_close	https://www.pexels.com/video/expressive-woman-speaking-indoors-36931662/
px6595460.jpg	6595460	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-man-smiling-while-sitting-on-a-couch-6595460/
px8724213.jpg	8724213	vertical	2160	4096	medium_close	https://www.pexels.com/video/an-elderly-woman-full-of-emotions-8724213/
px7261920.jpg	7261920	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-man-talking-7261920/
px8628513.jpg	8628513	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-happy-man-looking-at-camera-8628513/
px8371241.jpg	8371241	vertical	2160	4096	medium_close	https://www.pexels.com/video/a-woman-using-a-smartphone-while-filming-a-video-8371241/
px6883832.jpg	6883832	vertical	2160	4096	medium_close	https://www.pexels.com/video/a-woman-talking-into-the-microphone-6883832/
px6883839.jpg	6883839	vertical	2160	4096	medium_close	https://www.pexels.com/video/a-woman-sitting-and-talking-with-a-microphone-6883839/
px7644024.jpg	7644024	vertical	2160	4096	medium_close	https://www.pexels.com/video/woman-on-a-job-interview-7644024/
px7643444.jpg	7643444	vertical	2160	4096	medium_close	https://www.pexels.com/video/man-conducting-a-job-interview-7643444/
px8558460.jpg	8558460	vertical	2160	3840	medium_close	https://www.pexels.com/video/an-interviewer-asking-questions-then-writing-notes-on-the-resume-8558460/
px8344222.jpg	8344222	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-woman-talking-8344222/
px7644020.jpg	7644020	vertical	2160	4096	medium_close	https://www.pexels.com/video/talking-woman-wearing-corporate-attire-7644020/
px8558444.jpg	8558444	vertical	2160	3840	medium_close	https://www.pexels.com/video/applicant-answering-the-question-of-the-interviewer-8558444/
px7844862.jpg	7844862	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-woman-applying-for-a-job-7844862/
px8124068.jpg	8124068	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-businesswoman-removing-eyeglasses-while-posing-8124068/
px6144004.jpg	6144004	vertical	2160	4096	medium_close	https://www.pexels.com/video/video-of-a-mouth-talking-6144004/
px6931518.jpg	6931518	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-man-drinking-coffee-while-talking-6931518/
px18503899.jpg	18503899	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-man-in-a-blue-shirt-making-a-gesture-18503899/
px36378245.jpg	36378245	vertical	1080	1920	medium_close	https://www.pexels.com/video/senior-man-talking-on-mobile-phone-indoors-36378245/
px7263292.jpg	7263292	vertical	2160	3840	medium_close	https://www.pexels.com/video/man-talking-on-the-phone-7263292/
px7350014.jpg	7350014	vertical	2160	3840	medium_close	https://www.pexels.com/video/person-wearing-a-blue-sweater-7350014/
px8724364.jpg	8724364	vertical	2160	4096	medium_close	https://www.pexels.com/video/close-up-video-of-a-bald-man-8724364/
px8497001.jpg	8497001	vertical	1080	1920	medium_close	https://www.pexels.com/video/a-close-up-shot-of-a-man-8497001/
px4437373.jpg	4437373	vertical	2160	3840	medium_close	https://www.pexels.com/video/man-talking-on-the-phone-4437373/
px12433250.jpg	12433250	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-woman-doing-video-recording-using-video-camera-12433250/
px8993470.jpg	8993470	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-woman-recording-herself-8993470/
px8135599.jpg	8135599	vertical	1080	1920	medium_close	https://www.pexels.com/video/woman-wearing-hijab-vlogging-8135599/
px13929660.jpg	13929660	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-smartphone-on-a-tripod-filming-a-woman-showing-fashion-accessories-13929660/
px8371251.jpg	8371251	vertical	2160	4096	medium_close	https://www.pexels.com/video/a-woman-posing-in-front-of-her-smartphone-8371251/
px8688214.jpg	8688214	vertical	1080	1920	medium_close	https://www.pexels.com/video/man-video-recording-himself-8688214/
px6965116.jpg	6965116	vertical	2160	4096	medium_close	https://www.pexels.com/video/female-vlogger-taking-a-video-wearing-her-leather-jacket-6965116/
px13929657.jpg	13929657	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-smartphone-on-a-tripod-filming-a-woman-putting-earrings-on-13929657/
px6944165.jpg	6944165	vertical	2160	3840	medium_close	https://www.pexels.com/video/a-woman-doing-a-live-stream-6944165/
px6347109.jpg	6347109	vertical	2160	3840	medium_close	https://www.pexels.com/video/woman-showing-dress-in-camera-6347109/
px8729490.jpg	8729490	vertical	2160	3840	close	https://www.pexels.com/video/a-woman-with-a-beautiful-smile-8729490/
px8724226.jpg	8724226	vertical	2160	4096	close	https://www.pexels.com/video/close-up-video-of-an-angry-woman-shouting-8724226/
px7477917.jpg	7477917	vertical	2160	3840	close	https://www.pexels.com/video/close-up-video-of-a-woman-s-face-7477917/
px13770894.jpg	13770894	vertical	2160	3840	close	https://www.pexels.com/video/close-up-of-a-young-woman-with-blue-eyes-and-pink-hair-13770894/
px8724210.jpg	8724210	vertical	2160	4096	close	https://www.pexels.com/video/close-up-video-of-a-woman-screaming-8724210/
px3761686.jpg	3761686	vertical	2160	3840	close	https://www.pexels.com/video/close-up-footage-of-a-woman-opening-her-eyes-3761686/
px7477164.jpg	7477164	vertical	2160	3840	close	https://www.pexels.com/video/woman-with-blue-eyes-7477164/
px6278878.jpg	6278878	vertical	2160	3840	close	https://www.pexels.com/video/woman-posing-on-camera-6278878/
px7812627.jpg	7812627	vertical	2160	3840	close	https://www.pexels.com/video/woman-holding-a-flower-while-posing-7812627/
px6278957.jpg	6278957	vertical	2160	3840	close	https://www.pexels.com/video/woman-smiling-on-camera-6278957/
px8875667.jpg	8875667	vertical	2160	4096	close	https://www.pexels.com/video/half-face-of-a-man-in-closeup-8875667/
px27154656.jpg	27154656	vertical	2160	3840	close	https://www.pexels.com/video/a-man-with-a-beard-and-a-blue-sky-in-the-background-27154656/
px8496261.jpg	8496261	vertical	1080	1920	close	https://www.pexels.com/video/man-looking-at-camera-8496261/
px8496458.jpg	8496458	vertical	1080	1920	close	https://www.pexels.com/video/closeup-video-of-a-man-looking-at-camera-8496458/
px6278890.jpg	6278890	vertical	2160	3840	close	https://www.pexels.com/video/close-up-video-of-a-man-s-face-6278890/
px9588766.jpg	9588766	vertical	2160	4096	close	https://www.pexels.com/video/a-man-with-his-eyes-closed-in-the-dark-9588766/
px7350016.jpg	7350016	vertical	2160	3840	close	https://www.pexels.com/video/young-man-putting-on-blue-knit-cap-7350016/
px7299417.jpg	7299417	vertical	2160	3840	close	https://www.pexels.com/video/extreme-close-up-of-a-man-s-face-7299417/
px6974224.jpg	6974224	vertical	2160	3840	close	https://www.pexels.com/video/close-up-video-of-a-man-s-face-6974224/
px7299469.jpg	7299469	vertical	2160	3840	close	https://www.pexels.com/video/a-close-up-shot-of-a-man-s-face-7299469/
px7049300.jpg	7049300	vertical	2160	3840	close	https://www.pexels.com/video/woman-smiling-for-the-camera-7049300/
px8724454.jpg	8724454	vertical	2160	4096	close	https://www.pexels.com/video/close-up-video-of-woman-getting-excited-8724454/
px6693714.jpg	6693714	vertical	2160	4096	close	https://www.pexels.com/video/a-close-up-shot-of-woman-smiling-in-the-camera-6693714/
px7089137.jpg	7089137	vertical	1080	1920	close	https://www.pexels.com/video/a-woman-laughing-7089137/
px8056362.jpg	8056362	vertical	2160	3840	close	https://www.pexels.com/video/man-smiling-to-the-camera-8056362/
px8724299.jpg	8724299	vertical	2160	4096	close	https://www.pexels.com/video/close-up-of-a-woman-laughing-8724299/
px8056181.jpg	8056181	vertical	2160	3840	close	https://www.pexels.com/video/a-smiling-woman-8056181/
px8496463.jpg	8496463	vertical	1080	1920	close	https://www.pexels.com/video/closeup-video-of-a-man-smiling-8496463/
px7477535.jpg	7477535	vertical	2160	3840	close	https://www.pexels.com/video/close-up-video-of-a-person-face-7477535/
px8056004.jpg	8056004	vertical	2160	3840	close	https://www.pexels.com/video/close-up-shot-of-the-lips-of-the-freckled-woman-8056004/
px8053315.jpg	8053315	vertical	2160	3840	close	https://www.pexels.com/video/woman-covering-her-face-with-badminton-racket-8053315/
px7812620.jpg	7812620	vertical	2160	3840	close	https://www.pexels.com/video/a-woman-with-flowers-on-her-face-7812620/
px6916520.jpg	6916520	vertical	2160	4096	close	https://www.pexels.com/video/close-up-video-of-a-woman-with-glitters-on-her-face-6916520/
px35088457.jpg	35088457	vertical	1080	1920	close	https://www.pexels.com/video/dreamy-portrait-of-woman-with-ethereal-effect-35088457/
px19628027.jpg	19628027	vertical	2160	3840	close	https://www.pexels.com/video/a-woman-is-applying-makeup-to-her-face-19628027/
px38328657.jpg	38328657	vertical	1080	1920	close	https://www.pexels.com/video/enchanting-woman-with-lotus-flower-in-pink-hue-38328657/
px30978201.jpg	30978201	vertical	1080	1920	close	https://www.pexels.com/video/relaxing-facial-skincare-treatment-closeup-30978201/
px37740397.jpg	37740397	vertical	1512	2688	close	https://www.pexels.com/video/close-up-of-serene-woman-touching-face-outdoors-37740397/
px34124550.jpg	34124550	vertical	2160	3840	detail	https://www.pexels.com/video/hands-typing-fast-on-a-laptop-keyboard-34124550/
px34771072.jpg	34771072	vertical	2160	3840	detail	https://www.pexels.com/video/typing-in-dimly-lit-room-on-laptop-34771072/
px19162270.jpg	19162270	vertical	1080	1920	detail	https://www.pexels.com/video/cinematic-content-creator-working-at-desk-in-studio-19162270/
